0.00400200	0.00000000	0.00000000	  19.24322510  -14.89578724 -485.32641602   11.21824741   17.96294022    4.17727613	 -20.27131271  -10.47804356 -518.02307129    4.39028025  -11.83816338   -0.03424348	  17.41315995   -4.89935537 -509.53714537   12.24013794    4.20798832    4.66480344	 -30.83584839    0.09720935 -540.25653179    5.21320642  -29.29257821   -0.41224024	29.50692075	0	0.00000000	0.00000000	0.00000000	-0.00051027  0.00156254  0.00040920	-0.00135395 -0.00102463  0.00294654	  8.11475702   2.76116480 -20.31423807 -37.57741928  19.32291794  11.80551350  -4.80663590  -1.22718397  -8.13444614 -50.48965096  -8.87770844   5.44869862	-0.00405738 -0.00055223 -0.23492144  0.61015606 -0.36603841 -0.00368922  0.00240332  0.00024544 -0.23796639  0.61364585 -0.35722572 -0.00170272	
0.00398000	0.00221173	0.00000000	  18.85137749  -14.33941078 -485.90252686   11.21775627   17.97920990    4.20658016	 -25.29543114  -13.53573704 -517.47863770    4.27257729  -11.76152515   -0.04907681	  16.90892892   -4.58482183 -509.42552887   12.24901478    4.16063789    4.68438499	 -32.10928326   -1.27214415 -540.63105938    5.25902405  -29.36175304   -0.39017392	29.50881862	0	0.00000000	0.00000000	0.00000000	-0.00050574  0.00157250  0.00034551	 0.00024770  0.00001695 -0.00318200	  8.11073542   2.80323911 -20.24535939 -37.47347559  19.20699553  11.78401027  -4.78310935  -1.19471887  -8.09967954 -50.42586524  -8.84500589   5.41615322	-0.00405738 -0.00055223 -0.23492144  0.61015606 -0.36603841 -0.00368922  0.00240332  0.00024544 -0.23796639  0.61364585 -0.35722572 -0.00170272	
0.00400200	0.00443568	0.00000000	  19.74911880  -15.38962364 -485.35086060   11.23423672   17.95593262    4.15995693	 -25.40724182  -13.55097771 -517.29772949    4.26743841  -11.74339771   -0.03093419	  16.92477515   -4.44094782 -508.96929542   12.24315002    4.17598600    4.67468144	 -31.89737582   -0.32955558 -540.24804904    5.19942586  -29.34975439   -0.41697528	40.07282996	0	0.00000000	0.00000000	0.00000000	-0.00050680  0.00158329  0.00031796	 0.00132562  0.00162348 -0.00208744	  8.09465063   2.94590766 -20.00675797 -37.10906039  18.80422537  11.70780008  -4.70226422  -1.08187228  -7.97717101 -50.20898568  -8.73274131   5.30360102	-0.00405738 -0.00055223 -0.23492144  0.61015606 -0.36603841 -0.00368922  0.00240332  0.00024544 -0.23796639  0.61364585 -0.35722572 -0.00170272	
0.00399800	0.00665740	0.00000000	  18.67729378  -13.82922935 -485.70947266   11.22173023   17.97869682    4.22031260	 -25.15784073  -11.91947556 -517.63562012    4.28142595  -11.73499012   -0.07807869	  17.00813351   -4.34337989 -508.74695102   12.24824499    4.19991046    4.67389462	 -32.40484360   -0.40551372 -540.13810980    5.19943387  -29.36812851   -0.42565033	40.17721047	0	0.00000000	0.00000000	0.00000000	-0.00047159  0.00154006  0.00029798	 0.00132562  0.00162348 -0.00208744	  8.09827166   3.52816579 -19.76113066 -36.34917920  17.97631116  11.64668930  -4.48155431  -0.80194878  -7.89587466 -50.23739841  -8.41568189   5.18841832	-0.00405738 -0.00055223 -0.23492144  0.61015606 -0.36603841 -0.00368922  0.00240332  0.00024544 -0.23796639  0.61364585 -0.35722572 -0.00170272	
0.00398600	0.00887246	0.00000000	  19.24042702  -14.42578030 -486.11907959   11.18430996   17.96343994    4.17063999	 -19.09864426  -13.83520603 -515.11267090    4.32058048  -11.92896080   -0.01619106	  16.44651434   -4.07246545 -508.57389280   12.24209538    4.18216645    4.65667370	 -32.22891741   -1.76466311 -541.64168133    5.23306323  -29.39219114   -0.38428001	40.91146218	0	0.00000000	0.00000000	0.00000000	-0.00045132  0.00155088  0.00029647	-0.00285827  0.00003110 -0.00101606	  8.08735499   4.08543408 -19.33847498 -35.38913875  16.94613846  11.51433119  -4.22651981  -0.47911233  -7.70804593 -50.08332889  -8.07002432   4.99358750	-0.00405738 -0.00055223 -0.23492144  0.61015606 -0.36603841 -0.00368922  0.00240332  0.00024544 -0.23796639  0.61364585 -0.35722572 -0.00170272	
0.00400000	0.01109530	0.00000000	  18.58617592  -13.28497696 -484.76409912   11.26935768   17.89457512    4.20753670	 -27.99802971  -12.16300488 -514.47644043    4.45466232  -11.74901009    0.04889555	  16.83302794   -4.27336829 -507.91522930   12.24672653    4.19162019    4.67809751	 -32.27877493   -1.22618326 -540.23556979    5.27258972  -29.38418429   -0.36799801	40.93086221	0	0.00000000	0.00000000	0.00000000	-0.00044045  0.00156814  0.00028601	 0.00169814 -0.00234235  0.00030737	  8.13737392   5.50930529 -19.11911680 -33.80221006  15.33375689  11.46206322  -3.70053503   0.10761873  -7.67975742 -50.76434286  -7.34974548   4.84085625	-0.00405738 -0.00055223 -0.23492144  0.61015606 -0.36603841 -0.00368922  0.00240332  0.00024544 -0.23796639  0.61364585 -0.35722572 -0.00170272	
0.00399200	0.01331370	0.00000000	  22.77977943  -10.09740543 -478.39926147   11.35535908   17.65500641    4.30128717	 -25.23812294  -12.35934830 -517.53637695    4.31731510  -11.72778130   -0.00830924	  17.04353620   -3.44927803 -506.74254651   12.21234585    4.15025686    4.66337813	 -32.82225484   -0.44624760 -539.44916227    5.25357395  -29.36928533   -0.38987243	38.83320945	0	0.00000000	0.00000000	0.00000000	-0.00042295  0.00154827  0.00029644	 0.00169814 -0.00234235  0.00030737	  8.16095720   6.55078228 -18.62862332 -32.19785849  13.70880945  11.29935245  -3.22849426   0.64090716  -7.48842782 -50.98541173  -6.75428751   4.61136794	-0.00405738 -0.00055223 -0.23492144  0.61016375 -0.36604610 -0.00368922  0.00240332  0.00024544 -0.23796639  0.61364585 -0.35722572 -0.00170272	
0.00399600	0.01553432	0.00000000	  18.02272797  -13.79835987 -485.05218506   11.22984409   17.72369385    4.24034882	 -24.94261360  -11.44180584 -516.82086182    4.32108974  -11.69593525   -0.04082434	  16.17950909   -3.61691320 -507.41497877   12.23525604    4.01033485    4.67396660	 -33.16225154   -1.56871543 -539.70790798    5.31125301  -29.33915655   -0.36236036	38.71520349	0	0.00000000	0.00000000	0.00000000	-0.00040480  0.00151192  0.00030522	 0.00169814 -0.00234235  0.00030737	  8.25433213   8.86147744 -18.46145282 -29.63645999  11.49581858  11.16532628  -2.41139368   1.45856255  -7.50229548 -52.49661184  -5.76364656   4.34392109	-0.00405738 -0.00052155 -0.23492144  0.61017907 -0.36606911 -0.00368922  0.00241117  0.00024544 -0.23796639  0.61364585 -0.35722572 -0.00170272	
0.00399200	0.01775271	0.00000000	  18.37290192  -12.87996197 -483.72634888   11.29015160   17.47876930    4.24225855	 -24.82670784  -12.68853569 -516.66674805    4.31764889  -11.62424850    0.00502280	  15.84193472   -3.72662917 -506.90524126   12.19835696    3.85104091    4.69613445	 -32.61879224   -1.23408619 -539.63870828    5.28327092  -29.26610199   -0.36677676	35.72445550	0	0.00000000	0.00000000	0.00000000	-0.00038347  0.00144141  0.00031696	 0.00091577 -0.00095884 -0.00275234	  8.32513302  10.31824535 -17.94292565 -27.33284944   9.46051764  10.91516868  -1.71146226   2.14258099  -7.34415360 -53.27360874  -5.00184924   4.07413672	-0.00405738 -0.00046786 -0.23492144  0.61020976 -0.36612278 -0.00368922  0.00241117  0.00026845 -0.23796639  0.61364585 -0.35721803 -0.00170272	
0.00398400	0.01996666	0.00000000	  18.62915611  -12.08457184 -482.18774414   11.28559399   17.14108276    4.30502653	 -25.26231766  -13.08521080 -516.38006592    4.31850243  -11.59523201    0.00195862	  16.19085405   -3.10339692 -505.58115422   12.17514223    3.59551732    4.69346036	 -32.37153844   -1.03951647 -539.26339952    5.28214328  -29.21389878   -0.35450702	35.54267774	0	0.00000000	0.00000000	0.00000000	-0.00033523  0.00126128  0.00027254	-0.00254398 -0.00243805 -0.00273066	  8.49051750  13.41003470 -17.80904267 -23.68245735   6.86066463  10.55672511  -0.70099032   3.04695952  -7.38504795 -55.63993581  -3.84997475   3.63597465	-0.00405738 -0.00037583 -0.23492144  0.61027110 -0.36621484 -0.00368922  0.00241903  0.00029913 -0.23796639  0.61363822 -0.35720268 -0.00170272	
